"source","target","weight","type"
"achleitner_bergrichters_1900_de.txt","heiberg_frau_1886_de.txt",5,"undirected"
"achleitner_bergrichters_1900_de.txt","kretzer_timpe_1888_de.txt",4,"undirected"
"achleitner_bergrichters_1900_de.txt","hoffmann_zaches_1819_de.txt",3,"undirected"
"achleitner_bergrichters_1900_de.txt","falke_durchschnitt_1892_de.txt",2,"undirected"
"achleitner_bergrichters_1900_de.txt","polenz_buettnerbauer_1895_de.txt",1,"undirected"
"achleitner_celsissimus_1901_de.txt","achleitner_tann_1897_de.txt",5,"undirected"
"achleitner_celsissimus_1901_de.txt","meyer_borgia_1891_de.txt",4,"undirected"
"achleitner_celsissimus_1901_de.txt","meyer_pescara_1887_de.txt",3,"undirected"
"achleitner_celsissimus_1901_de.txt","hoffmann_nacht_1817_de.txt",2,"undirected"
"achleitner_celsissimus_1901_de.txt","hoffmann_topf_1819_de.txt",1,"undirected"
"achleitner_tann_1897_de.txt","hoffmann_nacht_1817_de.txt",5,"undirected"
"achleitner_tann_1897_de.txt","keyserling_beatemareile_1903_de.txt",4,"undirected"
"achleitner_tann_1897_de.txt","achleitner_celsissimus_1901_de.txt",3,"undirected"
"achleitner_tann_1897_de.txt","hoffmann_topf_1819_de.txt",2,"undirected"
"achleitner_tann_1897_de.txt","meyer_borgia_1891_de.txt",1,"undirected"
"akunian_bittersuess_1891_de.txt","falke_nebel_1899_de.txt",5,"undirected"
"akunian_bittersuess_1891_de.txt","dickens_twist_1838_en.txt",4,"undirected"
"akunian_bittersuess_1891_de.txt","schubin_vollmondzauber01_1899_de.txt",3,"undirected"
"akunian_bittersuess_1891_de.txt","keller_sinngedicht_1882_de.txt",2,"undirected"
"akunian_bittersuess_1891_de.txt","heiberg_frau_1886_de.txt",1,"undirected"
"akunian_fluegel_1895_de.txt","tolstoy_anna_1920_ru.txt",5,"undirected"
"akunian_fluegel_1895_de.txt","conradi_adam_1889_de.txt",4,"undirected"
"akunian_fluegel_1895_de.txt","tolstoy_romanehe_1921_ru.txt",3,"undirected"
"akunian_fluegel_1895_de.txt","walser_geschwister_1907_de.txt",2,"undirected"
"akunian_fluegel_1895_de.txt","hesse_knulp_1915_de.txt",1,"undirected"
"altenberg_prodromos_1906_de.txt","meyer_pescara_1887_de.txt",5,"undirected"
"altenberg_prodromos_1906_de.txt","walser_prosastücke_1917_de.txt",4,"undirected"
"altenberg_prodromos_1906_de.txt","mann_tristan_1903_de.txt",3,"undirected"
"altenberg_prodromos_1906_de.txt","hoffmann_zaches_1819_de.txt",2,"undirected"
"altenberg_prodromos_1906_de.txt","falke_durchschnitt_1892_de.txt",1,"undirected"
"andreas_fenitschka_1898_de.txt","musil_toerless_1906_de.txt",5,"undirected"
"andreas_fenitschka_1898_de.txt","fontane_irrungen_1888_de.txt",4,"undirected"
"andreas_fenitschka_1898_de.txt","dostoevskij_idiot_1889_ru.txt",3,"undirected"
"andreas_fenitschka_1898_de.txt","fontane_briest_1896_de.txt",2,"undirected"
"andreas_fenitschka_1898_de.txt","dostoevskij_verbrechen_1882_ru.txt",1,"undirected"
"bierbaum_stilpe_1897_de.txt","musil_mann1_1930_de.txt",5,"undirected"
"bierbaum_stilpe_1897_de.txt","tolstoy_anna_1920_ru.txt",4,"undirected"
"bierbaum_stilpe_1897_de.txt","conradi_adam_1889_de.txt",3,"undirected"
"bierbaum_stilpe_1897_de.txt","akunian_fluegel_1895_de.txt",2,"undirected"
"bierbaum_stilpe_1897_de.txt","hamsun_weiber_1922_sca.txt",1,"undirected"
"bonsels_himmelsvolk_1915_de.txt","preuschen_yoshiwara_1920_de.txt",5,"undirected"
"bonsels_himmelsvolk_1915_de.txt","goethe_werther_1787_de.txt",4,"undirected"
"bonsels_himmelsvolk_1915_de.txt","falke_nebel_1899_de.txt",3,"undirected"
"bonsels_himmelsvolk_1915_de.txt","hagenauer_muspilli_1900_de.txt",2,"undirected"
"bonsels_himmelsvolk_1915_de.txt","bonsels_indien_1916_de.txt",1,"undirected"
"bonsels_indien_1916_de.txt","preuschen_yoshiwara_1920_de.txt",5,"undirected"
"bonsels_indien_1916_de.txt","bonsels_himmelsvolk_1915_de.txt",4,"undirected"
"bonsels_indien_1916_de.txt","dickens_zweist_1859_en.txt",3,"undirected"
"bonsels_indien_1916_de.txt","meissner_prinzessin_1882_de.txt",2,"undirected"
"bonsels_indien_1916_de.txt","einstein_bebuquin_1912_de.txt",1,"undirected"
"bonsels_maja_1912_de.txt","bonsels_himmelsvolk_1915_de.txt",5,"undirected"
"bonsels_maja_1912_de.txt","heyking_erzaehlungen_1918_de.txt",4,"undirected"
"bonsels_maja_1912_de.txt","heiberg_grevinde_1898_de.txt",3,"undirected"
"bonsels_maja_1912_de.txt","preuschen_yoshiwara_1920_de.txt",2,"undirected"
"bonsels_maja_1912_de.txt","spyri_heidibrauchen_1881_de.txt",1,"undirected"
"brod_beer_1912_de.txt","schubin_vollmondzauber01_1899_de.txt",5,"undirected"
"brod_beer_1912_de.txt","heiberg_todsunden_1891_de.txt",4,"undirected"
"brod_beer_1912_de.txt","mann_zauberberg_1924_de.txt",3,"undirected"
"brod_beer_1912_de.txt","walser_gehuelfe_1908_de.txt",2,"undirected"
"brod_beer_1912_de.txt","walser_geschwister_1907_de.txt",1,"undirected"
"brod_stunde_1916_de.txt","musil_toerless_1906_de.txt",5,"undirected"
"brod_stunde_1916_de.txt","andreas_fenitschka_1898_de.txt",4,"undirected"
"brod_stunde_1916_de.txt","fontane_reise_1894_de.txt",3,"undirected"
"brod_stunde_1916_de.txt","dostoevskij_idiot_1889_ru.txt",2,"undirected"
"brod_stunde_1916_de.txt","musil_mann1_1930_de.txt",1,"undirected"
"brodkafka_samuel_1912_de.txt","fontane_reise_1894_de.txt",5,"undirected"
"brodkafka_samuel_1912_de.txt","kafka_landarzt_1920_de.txt",4,"undirected"
"brodkafka_samuel_1912_de.txt","lasswitz_seife_1890_de.txt",3,"undirected"
"brodkafka_samuel_1912_de.txt","kafka_amerika_1925_de.txt",2,"undirected"
"brodkafka_samuel_1912_de.txt","musil_mann1_1930_de.txt",1,"undirected"
"conradi_adam_1889_de.txt","akunian_fluegel_1895_de.txt",5,"undirected"
"conradi_adam_1889_de.txt","tolstoy_anna_1920_ru.txt",4,"undirected"
"conradi_adam_1889_de.txt","hesse_knulp_1915_de.txt",3,"undirected"
"conradi_adam_1889_de.txt","bierbaum_stilpe_1897_de.txt",2,"undirected"
"conradi_adam_1889_de.txt","walser_geschwister_1907_de.txt",1,"undirected"
"dery_liebe_1896_de.txt","achleitner_celsissimus_1901_de.txt",5,"undirected"
"dery_liebe_1896_de.txt","walser_kleine_1914_de.txt",4,"undirected"
"dery_liebe_1896_de.txt","altenberg_prodromos_1906_de.txt",3,"undirected"
"dery_liebe_1896_de.txt","meyer_borgia_1891_de.txt",2,"undirected"
"dery_liebe_1896_de.txt","achleitner_tann_1897_de.txt",1,"undirected"
"dickens_copperfield_1850_en.txt","walser_geschwister_1907_de.txt",5,"undirected"
"dickens_copperfield_1850_en.txt","heiberg_grevinde_1898_de.txt",4,"undirected"
"dickens_copperfield_1850_en.txt","heiberg_todsunden_1891_de.txt",3,"undirected"
"dickens_copperfield_1850_en.txt","kafka_landarzt_1920_de.txt",2,"undirected"
"dickens_copperfield_1850_en.txt","tolstoy_romanehe_1921_ru.txt",1,"undirected"
"dickens_twist_1838_en.txt","schubin_vollmondzauber02_1899_de.txt",5,"undirected"
"dickens_twist_1838_en.txt","dickens_zweist_1859_en.txt",4,"undirected"
"dickens_twist_1838_en.txt","keller_sinngedicht_1882_de.txt",3,"undirected"
"dickens_twist_1838_en.txt","akunian_bittersuess_1891_de.txt",2,"undirected"
"dickens_twist_1838_en.txt","falke_nebel_1899_de.txt",1,"undirected"
"dickens_weihnachts_1843_en.txt","dickens_twist_1838_en.txt",5,"undirected"
"dickens_weihnachts_1843_en.txt","einstein_bebuquin_1912_de.txt",4,"undirected"
"dickens_weihnachts_1843_en.txt","schubin_vollmondzauber02_1899_de.txt",3,"undirected"
"dickens_weihnachts_1843_en.txt","falke_nebel_1899_de.txt",2,"undirected"
"dickens_weihnachts_1843_en.txt","dickens_zweist_1859_en.txt",1,"undirected"
"dickens_zweist_1859_en.txt","schubin_vollmondzauber02_1899_de.txt",5,"undirected"
"dickens_zweist_1859_en.txt","dickens_twist_1838_en.txt",4,"undirected"
"dickens_zweist_1859_en.txt","wassermann_vierzig_1913_de.txt",3,"undirected"
"dickens_zweist_1859_en.txt","keller_sinngedicht_1882_de.txt",2,"undirected"
"dickens_zweist_1859_en.txt","meissner_prinzessin_1882_de.txt",1,"undirected"
"doeblin_butterblume_1913_de.txt","flaubert_legende_1877_fra.txt",5,"undirected"
"doeblin_butterblume_1913_de.txt","flaubert_schlichtes_1877_fra.txt",4,"undirected"
"doeblin_butterblume_1913_de.txt","flaubert_herodias_1877_fra.txt",3,"undirected"
"doeblin_butterblume_1913_de.txt","flaubert_salambo_1863_fra.txt",2,"undirected"
"doeblin_butterblume_1913_de.txt","kleist_domingo_1811_de.txt",1,"undirected"
"dostoevskij_idiot_1889_ru.txt","reventlow_dames_1913_de.txt",5,"undirected"
"dostoevskij_idiot_1889_ru.txt","musil_mann2_1930_de.txt",4,"undirected"
"dostoevskij_idiot_1889_ru.txt","fontane_briest_1896_de.txt",3,"undirected"
"dostoevskij_idiot_1889_ru.txt","musil_mann3_1930_de.txt",2,"undirected"
"dostoevskij_idiot_1889_ru.txt","fontane_stechlin_1899_de.txt",1,"undirected"
"dostoevskij_verbrechen_1882_ru.txt","musil_toerless_1906_de.txt",5,"undirected"
"dostoevskij_verbrechen_1882_ru.txt","dostoevskij_idiot_1889_ru.txt",4,"undirected"
"dostoevskij_verbrechen_1882_ru.txt","musil_mann2_1930_de.txt",3,"undirected"
"dostoevskij_verbrechen_1882_ru.txt","fontane_irrungen_1888_de.txt",2,"undirected"
"dostoevskij_verbrechen_1882_ru.txt","tolstoy_anna_1920_ru.txt",1,"undirected"
"einstein_bebuquin_1912_de.txt","dickens_weihnachts_1843_en.txt",5,"undirected"
"einstein_bebuquin_1912_de.txt","preuschen_yoshiwara_1920_de.txt",4,"undirected"
"einstein_bebuquin_1912_de.txt","hagenauer_muspilli_1900_de.txt",3,"undirected"
"einstein_bebuquin_1912_de.txt","dickens_twist_1838_en.txt",2,"undirected"
"einstein_bebuquin_1912_de.txt","schubin_vollmondzauber02_1899_de.txt",1,"undirected"
"eschstruth_katz_1886_de.txt","mann_venedig_1913_de.txt",5,"undirected"
"eschstruth_katz_1886_de.txt","meyer_borgia_1891_de.txt",4,"undirected"
"eschstruth_katz_1886_de.txt","keyserling_beatemareile_1903_de.txt",3,"undirected"
"eschstruth_katz_1886_de.txt","achleitner_tann_1897_de.txt",2,"undirected"
"eschstruth_katz_1886_de.txt","meyer_richterin_1885_de.txt",1,"undirected"
"falke_durchschnitt_1892_de.txt","heiberg_frau_1886_de.txt",5,"undirected"
"falke_durchschnitt_1892_de.txt","kleist_marquise_1808_de.txt",4,"undirected"
