"source","target","weight","type"
"falke_nebel_1899_de.txt","keyserling_beatemareile_1903_de.txt",5,"undirected"
"falke_nebel_1899_de.txt","dery_liebe_1896_de.txt",4,"undirected"
"falke_nebel_1899_de.txt","meyer_richterin_1885_de.txt",3,"undirected"
"falke_nebel_1899_de.txt","conradi_adam_1889_de.txt",2,"undirected"
"falke_nebel_1899_de.txt","sturza_geluebde_1905_de.txt",1,"undirected"
"walser_schlacht_1908_de.txt","reventlow_dames_1913_de.txt",5,"undirected"
"walser_schlacht_1908_de.txt","kafka_strafkolonie_1919_de.txt",4,"undirected"
"walser_schlacht_1908_de.txt","wassermann_vierzig_1913_de.txt",3,"undirected"
"walser_schlacht_1908_de.txt","wassermann_spiegel_1911_de.txt",2,"undirected"
"walser_schlacht_1908_de.txt","kafka_landarzt_1920_de.txt",1,"undirected"
"andreas_fenitschka_1898_de.txt","fontane_wuthenow_1883_de.txt",5,"undirected"
"andreas_fenitschka_1898_de.txt","kraft_medizinmann_1896_de.txt",4,"undirected"
"andreas_fenitschka_1898_de.txt","schnitzler_traumnovelle_1926_de.txt",3,"undirected"
"andreas_fenitschka_1898_de.txt","mann_tonio_1903_de.txt",2,"undirected"
"andreas_fenitschka_1898_de.txt","fontane_reise_1894_de.txt",1,"undirected"
"meyer_pescara_1887_de.txt","flaubert_schule_1870_fra.txt",5,"undirected"
"meyer_pescara_1887_de.txt","heiberg_frau_1886_de.txt",4,"undirected"
"meyer_pescara_1887_de.txt","flaubert_herodias_1877_fra.txt",3,"undirected"
"meyer_pescara_1887_de.txt","preuschen_yoshiwara_1920_de.txt",2,"undirected"
"meyer_pescara_1887_de.txt","wassermann_moloch_1902_de.txt",1,"undirected"
"musil_haus_1908_de.txt","stifter_buntesteine_1853_de.txt",5,"undirected"
"musil_haus_1908_de.txt","stifter_nachsommer_1857_de.txt",4,"undirected"
"musil_haus_1908_de.txt","flaubert_leidenschaft_1839_fra.txt",3,"undirected"
"musil_haus_1908_de.txt","bonsels_himmelsvolk_1915_de.txt",2,"undirected"
"musil_haus_1908_de.txt","kafka_verwandlung_1915_de.txt",1,"undirected"
"schnitzler_else_1924_de.txt","holz_hamlet_1889_de.txt",5,"undirected"
"schnitzler_else_1924_de.txt","falke_nebel_1899_de.txt",4,"undirected"
"schnitzler_else_1924_de.txt","dery_liebe_1896_de.txt",3,"undirected"
"schnitzler_else_1924_de.txt","keyserling_beatemareile_1903_de.txt",2,"undirected"
"schnitzler_else_1924_de.txt","conradi_adam_1889_de.txt",1,"undirected"
"dery_liebe_1896_de.txt","falke_nebel_1899_de.txt",5,"undirected"
"dery_liebe_1896_de.txt","bierbaum_stilpe_1897_de.txt",4,"undirected"
"dery_liebe_1896_de.txt","conradi_adam_1889_de.txt",3,"undirected"
"dery_liebe_1896_de.txt","keyserling_beatemareile_1903_de.txt",2,"undirected"
"dery_liebe_1896_de.txt","holz_hamlet_1889_de.txt",1,"undirected"
"schubin_etiquette_1887_de.txt","meissner_prinzessin_1882_de.txt",5,"undirected"
"schubin_etiquette_1887_de.txt","mann_zauberberg_1924_de.txt",4,"undirected"
"schubin_etiquette_1887_de.txt","flaubert_schlichtes_1877_fra.txt",3,"undirected"
"schubin_etiquette_1887_de.txt","wassermann_vierzig_1913_de.txt",2,"undirected"
"schubin_etiquette_1887_de.txt","grillparzer_spielmann_1847_de.txt",1,"undirected"
"mann_zauberberg_1924_de.txt","schubin_etiquette_1887_de.txt",5,"undirected"
"mann_zauberberg_1924_de.txt","wassermann_vierzig_1913_de.txt",4,"undirected"
"mann_zauberberg_1924_de.txt","meissner_prinzessin_1882_de.txt",3,"undirected"
"mann_zauberberg_1924_de.txt","reventlow_dames_1913_de.txt",2,"undirected"
"mann_zauberberg_1924_de.txt","flaubert_schlichtes_1877_fra.txt",1,"undirected"
"hesse_knulp_1915_de.txt","tolstoy_romanehe_1921_ru.txt",5,"undirected"
"hesse_knulp_1915_de.txt","sapper_dummerle_1905_de.txt",4,"undirected"
"hesse_knulp_1915_de.txt","tolstoy_herrknecht_1916_ru.txt",3,"undirected"
"hesse_knulp_1915_de.txt","dickens_copperfield_1850_en.txt",2,"undirected"
"hesse_knulp_1915_de.txt","brod_beer_1912_de.txt",1,"undirected"
"sapper_kriegsbuchlein_1914_de.txt","hamsun_sklaven_1922_sca.txt",5,"undirected"
"sapper_kriegsbuchlein_1914_de.txt","flaubert_schule_1870_fra.txt",4,"undirected"
"sapper_kriegsbuchlein_1914_de.txt","dostoevskij_verbrechen_1882_ru.txt",3,"undirected"
"sapper_kriegsbuchlein_1914_de.txt","heiberg_frau_1886_de.txt",2,"undirected"
"sapper_kriegsbuchlein_1914_de.txt","sturza_geluebde_1905_de.txt",1,"undirected"
"sapper_pfaffling_1907_de.txt","bonsels_maja_1912_de.txt",5,"undirected"
